ds,yhat
2026-01-01,6.320417698579618
2026-01-02,8.521488678693679
2026-01-03,9.638865745552957
2026-01-04,9.247190135012998
2026-01-05,5.885422995979836
2026-01-06,5.99986285070584
2026-01-07,6.406385505745606
2026-01-08,6.050721431835303
2026-01-09,7.74950244484339
2026-01-10,8.159878698014406
2026-01-11,8.591783110648487
2026-01-12,4.594014929518963
2026-01-13,3.8331136109675885
2026-01-14,5.353126258280611
