ds,yhat
2026-01-01,5.1175507019449
2026-01-02,5.9703695252037505
2026-01-03,8.228803683571165
2026-01-04,7.709187542441237
2026-01-05,4.547481205895833
2026-01-06,4.748185049800781
2026-01-07,4.64424606927658
2026-01-08,5.024393443044802
2026-01-09,6.316018309505287
2026-01-10,8.641754386008198
2026-01-11,8.058148660162336
2026-01-12,4.442933699716576
2026-01-13,4.421389124346636
2026-01-14,4.768288386031818
