ds,yhat
2026-01-01,24.148456471714354
2026-01-02,29.330820504185212
2026-01-03,26.827726052550744
2026-01-04,23.488528579507555
2026-01-05,22.27825266010059
2026-01-06,22.177778920970233
2026-01-07,23.31551560125459
2026-01-08,22.49411400847583
2026-01-09,28.26606574719309
2026-01-10,23.823656304064887
2026-01-11,23.529891001822943
2026-01-12,18.826992628937933
2026-01-13,20.172727687496856
2026-01-14,23.730803022383657
