Id,Date,RecipeId,RecipeName,Quantity,CreatedAt,UpdatedAt
7ed20cd1-9dde-45b6-907a-44801ee9ad24,2026-02-10,8caeb33e-040c-490b-8578-e83e1d865d64,Test,1,02/10/2026 00:52:26,02/10/2026 00:52:26
e40a03a2-96aa-4512-ac83-644ff23952c1,2026-02-10,53220b9a-75cc-40b6-854e-edcad4179f13,;print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110));,999,02/10/2026 01:36:27,02/10/2026 01:36:33
48be74d3-d014-4049-b607-3ff1353d7a85,2025-05-01,a863de92-c62f-4c8d-83e6-9b6ed98f5dde,Laksa,85,02/09/2026 20:03:05,02/09/2026 23:17:09
f0f3b66b-91fa-4785-9c48-5ee732bac426,2025-05-01,3c0453ef-d14f-435f-ab0f-557237712bc9,Hainanese Chicken Rice,120,02/09/2026 20:03:05,02/09/2026 23:17:09
