ds,yhat
2025-07-30 19:42:13,0.004391076866898925
2025-07-31 19:42:13,0.0013407184138775445
2025-08-01 19:42:13,0.001068628345766709
2025-08-02 19:42:13,0.0
2025-08-03 19:42:13,0.09525784484190594
2025-08-04 19:42:13,0.0
2025-08-05 19:42:13,0.004588879225942925
2025-08-06 19:42:13,0.0052385238935604705
2025-08-07 19:42:13,0.0021881654408956175
2025-08-08 19:42:13,0.0019160753726748074
2025-08-09 19:42:13,0.0
2025-08-10 19:42:13,0.096105291869059
2025-08-11 19:42:13,0.0
2025-08-12 19:42:13,0.0054363262527300435
