ds,yhat
2025-08-09 14:51:04,0.03910532131084301
2025-08-10 14:51:04,0.0
2025-08-11 14:51:04,0.0
2025-08-12 14:51:04,0.0
2025-08-13 14:51:04,0.0012954555230346903
2025-08-14 14:51:04,0.0018977515093526577
2025-08-15 14:51:04,0.0018089660253535651
2025-08-16 14:51:04,0.03939269182131083
2025-08-17 14:51:04,0.0
2025-08-18 14:51:04,0.0
2025-08-19 14:51:04,0.00013203141633287823
2025-08-20 14:51:04,0.0015828260335855023
2025-08-21 14:51:04,0.002185122019751626
2025-08-22 14:51:04,0.002096336535840751
