ds,yhat
2025-08-01 10:01:46,0.0014274866352668916
2025-08-02 10:01:46,0.04184300016523923
2025-08-03 10:01:46,0.0
2025-08-04 10:01:46,0.0
2025-08-05 10:01:46,0.0
2025-08-06 10:01:46,0.0010780266474168026
2025-08-07 10:01:46,0.0017572093244699657
2025-08-08 10:01:46,0.0017041315496247184
2025-08-09 10:01:46,0.04211964507974024
2025-08-10 10:01:46,0.0
2025-08-11 10:01:46,0.0
2025-08-12 10:01:46,0.00021420311829100508
2025-08-13 10:01:46,0.0013546715620096498
2025-08-14 10:01:46,0.0020338542390051124
