ds,yhat
2025-08-06 06:35:33,0.0012229494605928842
2025-08-07 06:35:33,0.002104323706098446
2025-08-08 06:35:33,0.0015002821768777888
2025-08-09 06:35:33,0.0
2025-08-10 06:35:33,0.033523698072660965
2025-08-11 06:35:33,0.0
2025-08-12 06:35:33,0.0006310876167442987
2025-08-13 06:35:33,0.0015455333730040894
2025-08-14 06:35:33,0.0024269076186718324
2025-08-15 06:35:33,0.001822866089374508
2025-08-16 06:35:33,0.0
2025-08-17 06:35:33,0.03384628198514769
2025-08-18 06:35:33,0.0
2025-08-19 06:35:33,0.0009536715293078316
