ds,yhat
2025-08-09 11:45:50,0.0
2025-08-10 11:45:50,0.03310585075446898
2025-08-11 11:45:50,0.0
2025-08-12 11:45:50,4.218587373503238e-05
2025-08-13 11:45:50,0.0017036341948281856
2025-08-14 11:45:50,0.001962156809201695
2025-08-15 11:45:50,0.0016250356537733717
2025-08-16 11:45:50,0.0
2025-08-17 11:45:50,0.03340316775851673
2025-08-18 11:45:50,0.0
2025-08-19 11:45:50,0.0003395028775706639
2025-08-20 11:45:50,0.002000951199039338
2025-08-21 11:45:50,0.0022594738133358497
2025-08-22 11:45:50,0.0019223526578515454
