ds,yhat
2025-08-07 09:16:58,0.026013789348219463
2025-08-08 09:16:58,0.0
2025-08-09 09:16:58,0.004501539027378241
2025-08-10 09:16:58,0.009955880736841945
2025-08-11 09:16:58,0.006191435045981535
2025-08-12 09:16:58,0.011650702507619536
2025-08-13 09:16:58,0.0
2025-08-14 09:16:58,0.026724411163237358
2025-08-15 09:16:58,0.0
2025-08-16 09:16:58,0.005386290828247445
2025-08-17 09:16:58,0.01084063253807714
2025-08-18 09:16:58,0.006956325487230807
2025-08-19 09:16:58,0.012415592948800243
2025-08-20 09:16:58,0.0
