ds,yhat
2025-09-18,3.936178145206146
2025-09-19,3.2357956697530548
2025-09-20,3.3879683094742665
2025-09-21,4.032614239111062
2025-09-22,2.1764782441633614
2025-09-23,3.4568788658367033
2025-09-24,3.446346103737275
2025-09-25,2.757641305627844
2025-09-26,1.145954768537314
2025-09-27,1.78001248985746
2025-09-28,2.773060577983161
2025-09-29,3.2117558454912194
2025-09-30,3.342968361123772
2025-10-01,4.437126869400782
