ds,yhat
2026-01-01,8.228622875618976
2026-01-02,15.85436656268229
2026-01-03,25.320267430297292
2026-01-04,23.90797269979975
2026-01-05,8.116619280622178
2026-01-06,12.688894572992698
2026-01-07,9.581278821341575
2026-01-08,11.625078957582259
2026-01-09,15.67648752132556
2026-01-10,27.646420726668296
2026-01-11,24.831628829651347
2026-01-12,9.119509179001003
2026-01-13,11.277199812116846
2026-01-14,9.377519118847005
