ds,yhat
2025-01-02,277.87921397053384
2025-01-03,374.7273822254158
2025-01-04,335.7682149391658
2025-01-05,431.3598112652524
2025-01-06,205.68415671197334
2025-01-07,355.7080204551533
2025-01-08,350.046540608557
2025-01-09,148.15082388763312
2025-01-10,345.16243893749146
2025-01-11,369.6927447114305
2025-01-12,429.5969282151029
2025-01-13,317.53110717096223
2025-01-14,297.7787220396345
2025-01-15,359.22727082557645
