ds,yhat
2025-01-02,148.15596576358976
2025-01-03,174.97435157979916
2025-01-04,234.94741258059784
2025-01-05,212.86733345061586
2025-01-06,105.9027844381157
2025-01-07,150.74624245306384
2025-01-08,214.61874994720003
2025-01-09,171.31859492489224
2025-01-10,134.7775456397368
2025-01-11,292.686001180399
2025-01-12,253.3363654735532
2025-01-13,154.78521648873706
2025-01-14,115.0246790226013
2025-01-15,198.01798486076092
