ds,yhat
2025-01-02,221.95856037815304
2025-01-03,305.9308834104836
2025-01-04,296.3046565629838
2025-01-05,216.55804320943645
2025-01-06,293.1570821261644
2025-01-07,122.37200092750206
2025-01-08,291.8957091738564
2025-01-09,142.97943479291834
2025-01-10,273.5135289482241
2025-01-11,338.50739675353987
2025-01-12,395.481782617565
2025-01-13,235.68047766177128
2025-01-14,174.07299594197647
2025-01-15,74.00677334090429
